Row	1	2	3	4	5	6	7	8	9	10
1	15.2648702375	10.2460557709	3.87555660757	7.22032953028	14.0986719874	5.5494639528	2.44204321051	3.27314659562	6.78949557358	4.36343163907
2	16.8014197493	14.3925824921	16.1254598829	21.7725906511	12.2027799732	7.49243922686	14.1912923148	9.18024306277	7.71905329813	8.11427965487
3	3.66149794635	4.94625841791	18.5240777567	10.8002668695	8.75830473005	12.8610970324	10.012129195	7.44542448247	41.0711061752	17.5471917406
4	8.21020730147	18.2795012259	12.187929108	12.4289223945	18.0161383679	9.70028752511	7.20293199269	24.7233577746	29.3286626901	26.8069046276
5	5.63437530306	8.76529674168	6.08178659101	18.2088304201	15.4067749019	6.98187382276	26.5580992168	12.9391705201	13.2333933851	21.4669991077
6	5.06888104396	3.93768912941	14.8859835119	1.97168871899	2.76029774948	16.9912478868	11.3895665711	7.20670116006	11.1494678501	9.25373409762
7	4.24050696256	15.0135479677	17.18813319	8.46238564443	16.658452304	12.6080803904	8.94831212507	20.6649670714	7.61683054049	11.7809183439
8	25.6455870281	27.6145426231	17.3228543657	4.35861504648	7.68134392861	7.0296219333	21.6115480261	17.9269982967	17.108888385	27.3677910689
9	8.81575599052	7.69175256128	18.2213184248	5.71161850747	2.82245281006	4.93851765437	5.86210171855	5.53146016152	21.3333162118	13.1214613984
10	6.56673299956	9.86390662991	5.85826282609	2.20546913301	11.5273006411	22.2600597013	7.36717967696	15.1344266043	14.0832663579	11.2493024791
11	13.281573329	10.2827746214	5.29649235802	27.1880505655	26.1044895295	11.7297340787	6.33358072936	5.1779385672	3.52628636326	2.92369409388
12	3.66082102427	1.85064846304	3.43718028834	1.83071829537	7.49053642348	3.7313107545	5.64681079002	18.5255728009	7.01842697093	13.3001005567
13	3.3831852136	2.5027280069	3.51947768209	1.21641490951	3.05996650066	4.02231080885	4.94003224117	4.75389533337	8.39547243048	3.41411061962
14	21.6625498026	17.862855204	8.69743625734	19.6083238498	11.7465512033	6.38610458435	14.1356321274	9.14172657078	9.17110921247	4.83834178253
15	4.13623594717	3.26594995078	14.4727267736	11.346817552	7.01229012003	10.8347919343	1.89491639437	10.3539671921	19.5173827152	13.3046318448
16	13.6200531292	27.286852342	16.1381919022	13.028915748	21.53042395	9.82091057578	8.58260054985	30.0907738795	28.2631235046	28.4028751243
17	18.8925482987	2.08427820936	3.57446530263	21.564389076	15.1232235668	6.16060310586	16.2067659524	13.4683857929	10.0780480127	17.5480096167
18	5.15114102544	5.94039679781	8.36517921237	17.3649931059	3.23033052272	19.0707905381	11.4160945022	8.99563432092	15.6794229399	10.24272324
19	6.00082980987	29.9025514595	23.2779428473	13.9639304297	19.9526357044	9.46804615189	11.6260005263	17.2886440785	12.9426084655	8.93983277351
20	33.0752290823	32.0176097387	18.8692036768	5.29196833669	6.285458258	7.22739008265	18.093675003	17.2985954504	11.3026990777	22.7033169816
21	16.1282001865	7.24903081872	16.2314327642	5.53043240015	4.81817958605	4.49246060036	3.68496532834	2.78672254054	18.8814322667	15.5228888119
22	6.65715947927	14.9439075425	7.13533224206	3.27368822849	37.4434158815	15.3857051517	10.465818187	9.23594904357	12.3745165389	11.5554075954
23	23.8823549469	15.2220927588	6.48690000196	31.1441160303	29.9445749334	14.7675572345	3.79866978967	2.6651595988	3.58207338386	5.88759978698
24	3.27263184836	0.553195021271	1.84083360752	1.57157372959	1.52939205411	2.37499452527	1.90940792745	2.9281409301	3.00503401612	4.8684869878
25	1.32082812253	1.03250838855	3.9177258109	1.77194094745	3.81672313649	2.36662155963	1.12352091906	9.73431183325	2.97861043564	4.23312430505
26	23.0950202953	20.7598808216	5.32810163471	15.6052302515	13.6853597673	6.9463482725	17.3497770006	8.36700356919	1.48865730126	7.36151021762
27	2.58927662041	1.69575552551	14.8554665365	7.82008515544	7.95948256477	12.3825017978	7.50670761396	2.27411923317	33.3842062842	21.2951236339
28	14.7624111006	29.2692960198	20.387007241	17.2217455783	22.9063246709	11.9332281047	8.96493196782	31.1264284001	30.1387352131	28.2799675117
29	3.0388965225	3.92941102932	4.22987143319	17.9801878912	19.0610026859	7.94244002593	24.665563167	16.1562641617	9.59788873511	18.4922877433
30	7.4681187367	2.08757883687	4.18727460085	10.6623098587	4.67813731909	15.5860077116	14.416205903	8.28316599496	10.9622026366	10.7483115508
31	9.08118481726	27.4794001219	25.36812643	9.10020784745	20.6781948897	15.0501466762	11.427734076	22.0620654552	11.576235463	9.67416132446
32	30.0725596116	30.2722378183	16.0975031334	2.53334361364	1.21878312311	4.09987412091	24.8355835586	18.8634841921	12.5405451319	33.3195988229
33	14.8470098372	8.63446751208	14.2204364334	3.62046346892	1.94240549077	2.99496091567	2.0263613009	4.69469415636	21.264972442	22.348835755
34	7.37088143047	14.5805767087	8.26896401654	9.1781789087	35.37892271	22.695943289	16.5860260506	11.4802536611	21.2008936168	21.1545961749
35	15.952525171	9.88501629387	11.7925552766	30.0447501687	29.7036111721	16.1212619774	3.92310835926	2.77718549912	6.08125970349	3.39732735331
36	7.26503785068	3.00091650398	21.0505429696	5.680337195	69.066002378	2.87850005752	3.14580581752	11.4969364784	10.8582576987	18.9208809166
