Row	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
1	0.6000000000000002	0.7083333333333329	0.6750000000000003	0.8000000000000004	0.6500000000000002	0.6000000000000002	0.5500000000000002	0.5250000000000001	0.4423076923076926	0.7250000000000003	0.5000000000000001	0.15	0.175	0.1875	0.0
2	0.3000000000000001	0.3846153846153848	0.31944444444444453	0.3541666666666666	0.4583333333333336	0.5416666666666665	0.35000000000000003	0.39772727272727254	0.43749999999999983	0.5208333333333336	0.0	0.6562499999999998	0.47115384615384653	0.37500000000000006	0.47500000000000064
3	0.41666666666666685	0.22499999999999998	0.3863636363636362	0.40833333333333377	0.41666666666666713	0.4250000000000001	0.35416666666666674	0.4250000000000001	0.3522727272727271	0.4444444444444446	0.42045454545454525	0.6874999999999997	0.40625	0.0	0.0
4	0.325	0.22499999999999998	0.791666666666666	0.4375000000000002	0.4375000000000002	0.510416666666667	0.27499999999999997	0.42708333333333354	0.4999999999999997	0.4166666666666668	0.5000000000000007	0.4545454545454543	0.4318181818181816	0.6041666666666666	0.5416666666666665
5	0.4722222222222224	0.4583333333333336	0.0	0.0	0.0	0.3583333333333336	0.325	0.5	0.48958333333333365	0.5208333333333331	0.5000000000000003	0.41666666666666685	0.175	0.0	0.0
6	0.2499999999999999	0.0	0.6354166666666665	0.40625000000000017	0.0	0.4687500000000003	0.3958333333333332	0.0	0.3863636363636362	0.4687500000000003	0.28125	0.47500000000000014	0.4166666666666665	0.4423076923076926	0.0
7	0.0	0.0	0.0	0.175	0.5000000000000001	0.37500000000000006	0.4090909090909089	0.25	0.4090909090909089	0.15	0.27499999999999997	0.4250000000000001	0.46590909090909066	0.15	0.4545454545454543
8	0.40625	0.19999999999999998	0.35000000000000003	0.3	0.41666666666666685	0.4250000000000001	0.432692307692308	0.326923076923077	0.4999999999999998	0.3749999999999999	0.4687500000000003	0.4375	0.326923076923077	0.29166666666666663	0.35000000000000003
9	0.4500000000000001	0.47500000000000014	0.37500000000000017	0.42307692307692335	0.27499999999999997	0.4583333333333335	0.4903846153846158	0.432692307692308	0.3645833333333334	0.3250000000000002	0.2890625	0.37500000000000006	0.4583333333333336	0.37500000000000006	0.4250000000000001
10	0.3854166666666668	0.421875	0.4000000000000001	0.22499999999999998	0.19999999999999998	0.4000000000000001	0.4000000000000001	0.47500000000000014	0.3333333333333331	0.37500000000000006	0.4000000000000001	0.3958333333333332	0.48863636363636337	0.5192307692307696	0.3636363636363635
11	0.46590909090909066	0.6874999999999997	0.5555555555555555	0.4999999999999997	0.4090909090909089	0.40625	0.0	0.0	0.432692307692308	0.33333333333333326	0.35000000000000003	0.37500000000000006	0.45833333333333315	0.39772727272727254	0.4318181818181816
12	0.0	0.0	0.0	0.0	0.27499999999999997	0.4583333333333335	0.43749999999999983	0.0	0.42045454545454525	0.27499999999999997	0.24999999999999997	0.33333333333333326	0.4250000000000001	0.47500000000000014	0.4500000000000001
13	0.5000000000000001	0.5454545454545452	0.3750000000000001	0.47916666666666646	0.0	0.0	0.175	0.5000000000000001	0.0	0.3541666666666666	0.175	0.4090909090909089	0.24999999999999997	0.47500000000000014	0.2708333333333333
14	0.5340909090909088	0.0	0.24999999999999997	0.0	0.0	0.0	0.4500000000000001	0.5729166666666667	0.4000000000000001	0.3557692307692309	0.3	0.3958333333333332	0.6145833333333333	0.3863636363636362	0.3
15	0.19999999999999998	0.328125	0.3365384615384616	0.36538461538461553	0.48863636363636337	0.5384615384615388	0.5520833333333335	0.3863636363636362	0.3750000000000001	0.3409090909090908	0.35000000000000003	0.4000000000000001	0.0	0.3	0.25
16	0.4090909090909089	0.4687500000000003	0.4166666666666668	0.24999999999999997	0.2708333333333333	0.0	0.0	0.175	0.3	0.325	0.35000000000000003	0.477272727272727	0.44318181818181795	0.4444444444444446	0.4318181818181816
17	0.42045454545454525	0.47115384615384653	0.37500000000000006	0.48863636363636337	0.42307692307692335	0.875	0.35416666666666674	0.35000000000000003	0.0	0.175	0.4000000000000001	0.3854166666666668	0.40625	0.890625	0.37500000000000006
18	0.0	0.44318181818181795	0.4375000000000002	0.4444444444444446	0.42045454545454525	0.0	0.6250000000000002	0.0	0.0	0.3645833333333334	0.46590909090909066	0.3854166666666668	0.24999999999999997	0.31249999999999994	0.375
19	0.44318181818181795	0.0	0.0	0.44318181818181795	0.46590909090909066	0.47500000000000014	0.40625	0.5340909090909088	0.0	0.0	0.43749999999999983	0.4500000000000001	0.509615384615385	0.2361111111111112	0.42045454545454525
20	0.0	0.325	0.0	0.24999999999999997	0.15	0.0	0.7000000000000003	0.19999999999999998	0.0	0.0	0.284090909090909	0.40625000000000017	0.4166666666666665	0.47916666666666696	0.477272727272727
21	0.0	0.0	0.0	0.3	0.3522727272727271	0.36538461538461553	0.39423076923076944	0.325	0.432692307692308	0.0	0.296875	0.39166666666666705	0.37500000000000033	0.37500000000000006	0.35416666666666674
22	0.37500000000000006	0.3125	0.05	0.39423076923076944	0.3750000000000001	0.35000000000000003	0.3611111111111112	0.477272727272727	0.35000000000000003	0.0	0.0	0.4583333333333335	0.4375000000000002	0.5340909090909088	0.41666666666666685
23	0.5000000000000003	0.42708333333333354	0.0	0.0	0.0	0.48958333333333365	0.3636363636363635	0.3750000000000001	0.6527777777777773	0.35000000000000003	0.0	0.5208333333333331	0.0	0.234375	0.4500000000000001
24	0.40625000000000017	0.578125	0.3	0.0	0.0	0.5833333333333333	0.5	0.4318181818181816	0.5250000000000001	0.47500000000000014	0.0	0.4545454545454543	0.47916666666666646	0.0	0.40625000000000017
25	0.0	0.4500000000000001	0.328125	0.0	0.0	0.0	0.0	0.477272727272727	0.5000000000000003	0.6704545454545451	0.325	0.19999999999999998	0.0	0.39772727272727254	0.33333333333333326
