raw_spot__row	1	2	3	4	5	6	7	8	9	10	11	12
1	2.565	1.363	0.554	0.32	0.248	0.15	0.191	0.92	0.353	0.122	0.136	0.155
2	2.498	1.244	0.654	0.335	0.228	0.173	0.156	0.132	0.117	0.138	0.103	0.116
3	2.468	1.096	0.568	0.333	0.215	0.141	0.198	0.116	0.124	0.131	0.112	0.125
4	2.454	1.065	0.573	0.313	0.244	0.161	0.384	0.1	0.096	0.097	0.125	0.134
5	3.353	2.609	2.13	1.268	0.725	0.43	0.294	0.159	0.202	0.182	0.12	0.11
6	3.035	2.516	2.207	1.195	0.764	0.442	0.266	0.251	0.14	0.149	0.075	0.132
7	0.142	0.2	0.186	0.126	0.178	0.192	0.124	0.154	0.183	0.145	0.104	0.125
8	0.154	0.125	0.224	0.202	0.134	0.232	0.233	0.113	0.226	0.185	0.172	0.125
