raw_spot__row	1	2	3	4	5	6	7	8	9	10	11	12
1	1.945	0.868	0.402	0.205	0.131	0.089	0.077	0.062	0.059	0.052	0.058	0.069
2	1.992	0.911	0.402	0.214	0.127	0.08	0.063	0.059	0.05	0.044	0.047	0.056
3	1.868	0.801	0.43	0.217	0.112	0.074	0.055	0.051	0.042	0.042	0.04	0.049
4	1.943	0.842	0.426	0.193	0.127	0.08	0.058	0.054	0.05	0.047	0.04	0.05
5	2.142	1.749	1.532	0.958	0.525	0.29	0.157	0.113	0.072	0.056	0.048	0.072
6	2.28	1.953	1.48	0.988	0.545	0.277	0.154	0.102	0.063	0.065	0.048	0.073
7	0.086	0.062	0.048	0.04	0.042	0.047	0.044	0.044	0.039	0.039	0.04	0.06
8	0.084	0.077	0.052	0.067	0.065	0.069	0.06	0.059	0.061	0.05	0.066	0.082
