ID	Block	Row	Column	Name	row_factor	column_factor
0	1	1	1	NO	0	0
1	1	2	1	NO	0	0
2	1	3	1	NO	0	0
3	1	4	1	NO	0	0
4	1	5	1	NO	0	0
5	1	6	1	NO	0	0
6	1	7	1	NO	0	0
7	1	8	1	NO	0	0
8	1	9	1	NO	0	0
9	1	10	1	NO	0	0
10	1	11	1	NO	0	0
11	1	12	1	NO	0	0
12	1	13	1	NO	0	0
13	1	14	1	NO	0	0
14	1	15	1	NO	0	0
15	1	16	1	NO	0	0
16	1	1	2	NO	0	0
17	1	2	2	NO	0	0
18	1	3	2	NO	0	0
19	1	4	2	NO	0	0
20	1	5	2	NO	0	0
21	1	6	2	NO	0	0
22	1	7	2	NO	0	0
23	1	8	2	NO	0	0
24	1	9	2	NO	0	0
25	1	10	2	NO	0	0
26	1	11	2	NO	0	0
27	1	12	2	NO	0	0
28	1	13	2	NO	0	0
29	1	14	2	NO	0	0
30	1	15	2	NO	0	0
31	1	16	2	NO	0	0
32	1	1	3	NO	0	0
33	1	2	3	NO	0	0
34	1	3	3	NO	0	0
35	1	4	3	NO	0	0
36	1	5	3	NO	0	0
37	1	6	3	NO	0	0
38	1	7	3	NO	0	0
39	1	8	3	NO	0	0
40	1	9	3	NO	0	0
41	1	10	3	NO	0	0
42	1	11	3	NO	0	0
43	1	12	3	NO	0	0
44	1	13	3	NO	0	0
45	1	14	3	NO	0	0
46	1	15	3	NO	0	0
47	1	16	3	NO	0	0
48	1	1	4	NO	0	0
49	1	2	4	NO	0	0
50	1	3	4	NO	0	0
51	1	4	4	NO	0	0
52	1	5	4	NO	0	0
53	1	6	4	NO	0	0
54	1	7	4	NO	0	0
55	1	8	4	NO	0	0
56	1	9	4	NO	0	0
57	1	10	4	NO	0	0
58	1	11	4	NO	0	0
59	1	12	4	NO	0	0
60	1	13	4	NO	0	0
61	1	14	4	NO	0	0
62	1	15	4	NO	0	0
63	1	16	4	NO	0	0
64	1	1	5	NO	0	0
